Store name,Address,States,Region,City,Zip_code,LAT,LNG,Instore,Pickup_Curbside,Local_Delivery,Total_Population_2017,Total_Population_2018,Total_Population_2019,Zipcode_Pop_2013,Zipcode_Pop_2014,Zipcode_Pop_2015,Current_Zipcode_Pop,Pop_density,Pop_Growth_per year_from_2010_to_2020,Predicted_Growth_per_year_from_2020_to_2025,Total_Pop growth_2017,Total_ Pop_growth_2018,Total_ Pop_growth_2019,House_Affordability_Index,Male,Female,Median_Age,Male_median_Age,Female_Median_Age,median_Household_income,Average_Home_Value,Median_Home_Value,White,Blacks_African_american ,American_indian,Asian ,Native_Hawaiian,other_race,two_or_more,Competition,HOH_Owner_15-24,HOH_Owner_25-34,HOH_Owner_35-44,HOH_Owner_45-54,HOH_Owner_55-64,HOH_Owner_65-74,HOH_Owner_75-84,HOH_Owner_85_Plus,HOH_Owner_Total,HOH_Renter_15-24,HOH_Renter_25-34,HOH_Renter_35-44,HOH_Renter_45-54,HOH_Renter_55-64,HOH_Renter_65-74,HOH_Renter_75-84,HOH_Renter_85_Plus,HOH_Renter_Total,Family_Households,Singles_Guardian,Singles,Singles_with_Roomates,Houses_built_2010_0r_later,Studio_Apartment,1_Bedroom,2_Bedroom,3+_Bedroom,Housing_units,Occupied_Housing_Units,Wealth_Index,h_income_<$25k,h_income_$25k,h_income_$45k,h_income_$60k,h_income_$100k,h_income_$150k,h_income_>$200k,Sales_2017,Sales_2018,Sales_2019,Sales_2020
Alabama Hoover,5501 Grove Blvd Hoover AL,AL,South,Hoover,35226,33.4,-86.85,1,1,1,659599,659429,658573,33300,33460,33050,31471,1758,0.64%,0.66%,-0.00113033,-0.000258274,-0.001300487,217,15068,16403,39,38,40,83644,321081,240500,26350,2691,46,1659,4,310,411,1,103,1396,1898,2201,2203,1312,932,365,10410,314,642,382,284,191,108,114,49,2084,7738,1394,2821,541,211,0,187,1079,957,13209,12494,172,1392,1723,1195,3150,2595,1306,972,7549331.524,9004223.693,9268893.936,8366741.482
Alabama Hunstville,1401 Memorial Pkwy NW Huntsville AL,AL,South,Huntsville,35816,34.74,-86.63,1,1,0,361762,367004,372909,10460,10330,10130,15228,2874,0.48%,0.56%,0.014974933,0.015596781,0.017569437,167,7468,7760,27,26,28,25749,114630,97900,4282,9339,72,410,37,657,431,18,34,129,207,345,369,278,256,79,1697,1409,1518,775,637,409,229,146,65,5188,1201,1848,3082,754,97,221,1590,1797,905,7821,6885,25,3037,1527,531,816,282,19,25,7293928.339,8002360.109,8698868.035,8332970.486
Alabama Mobile ,312 Schillinger Rd Mobile AL ,AL,South,Mobile,36608,30.7,-88.3,1,1,1,414045,413908,413210,30310,30230,29830,36864,589,0.40%,0.40%,-0.002177516,-0.000331466,-0.001688785,168,17516,19348,34,32,35,45438,270215,158900,24822,9929,152,937,13,447,564,10,154,889,1427,1780,1753,1276,1023,357,8659,1257,1818,980,904,664,337,205,130,6295,6295,2736,4699,1224,15,176,1820,2520,1777,16334,14954,82,4052,3334,1794,2739,1401,582,919,8115437.434,7444256.141,7386252.682,7007691.989
Alabama Montgomery,1500 Eastdale Mall Montgomery AL,AL,South,Montgomery,36117,32.37,-86.14,1,1,0,227265,226504,226486,42560,42800,43100,50268,926,0.47%,0.36%,0.000413934,-0.003315832,-7.84E-05,214,24252,26016,35,34,36,62260,249912,184100,25663,20765,124,2582,20,367,747,5,144,1703,2496,2939,2780,1695,927,233,12917,1413,2582,1574,1104,550,319,223,171,7936,9353,3439,6721,1340,144,562,1749,2976,2744,22405,20853,111,3396,4106,2438,5475,3103,1024,1233,6167703.142,5232813.235,4917968.035,4244686.891
Alabama Trussville,5036 Pinnacle Square AL 35235,AL,South,Trussville,35235,33.63,-86.66,1,1,1,659599,659429,658573,17430,17290,17330,19484,1389,-0.07%,-0.03%,-0.00113033,-0.000258274,-0.001300487,247,8926,10558,37,36,39,49336,184740,118000,9651,9111,45,218,3,199,257,4,85,785,1115,1272,1092,699,565,197,5810,185,596,487,346,226,140,93,34,2107,3585,1664,2333,335,0,46,249,978,1001,8613,7917,75,1247,2278,1552,1851,861,219,52,4896069.422,7265699.021,7337760.134,6450018.768
Arizona Gilbert,1891 Williams Field Rd,AZ,Southwest,Gilbert,85295,33.31,-111.74,1,1,1,4327184,4402403,4485414,39120,40030,40940,38332,3033,3.42%,2.39%,0.018572276,0.019664533,0.021701598,184,18987,19345,30,29,30,212100,355435,87508,30769,1442,340,2873,75,1400,1433,19,256,2258,2923,1973,1076,447,130,22,9085,413,1247,1002,538,275,103,48,10,3636,7740,1900,2176,905,368,111,774,1111,2084,13857,12721,115,929,1375,1576,3210,3772,819,799,4109811.941,13534494,14169376.47,11649481.65
Arizona Mesa,1944 S Greenfield Rd Mesa AZ ,AZ,Southwest,Mesa,85206,33.4,-111.72,1,1,1,4327184,4402403,4485414,27020,27370,27330,33154,3470,0.73%,0.99%,0.018572276,0.019664533,0.021701598,144,15227,17927,47,42,50,45680,225378,145400,28570,950,342,641,64,1777,810,6,129,802,952,1277,1639,2020,2136,1022,9977,673,1288,742,652,509,325,449,634,5272,6558,2044,5571,1076,17,67,1487,2245,1435,18849,15249,85,3589,3505,2010,3248,1608,201,324,11636255.12,9832031.381,9957736.728,8206899.322
Arizona Peoria,10140 N 91st Ave Peoria AZ ,AZ,Southwest,Peoria,85345,33.57,-112.25,1,1,0,4327184,4402403,4485414,49310,49290,50450,23118,4307,1.13%,1.20%,0.018572276,0.019664533,0.021701598,177,26873,29335,35,33,37,45886,196656,107100,41192,2783,924,1335,83,7756,2135,11,253,1650,2511,3492,2841,1826,1048,372,13993,616,1498,1354,1153,776,501,380,249,6527,9158,4647,5325,1390,84,228,1232,1912,3694,23118,20520,57,5103,4987,2867,5113,2029,300,144,8960467.604,10121835.38,11342507.49,10197315.46
Arizona Phoenix,12025 N 32nd St Phoenix AZ,AZ,Southwest,Phoenix,85028,33.57,-112,1,1,1,4327184,4402403,4485414,18250,17980,18350,19157,1911,0.65%,0.84%,0.018572276,0.019664533,0.021701598,167,9283,9874,47,45,49,85058,443056,284800,17627,242,124,402,16,338,408,8,39,350,968,1616,1726,1155,588,195,6637,101,279,340,298,180,115,100,93,1506,4349,1089,2132,573,0,0,468,346,606,8705,8143,202,979,1125,779,1694,1619,943,853,10082286.21,11435712.11,10631000.61,8185219.79
Arizona Prescott,1801 East State Route 69 Prescott AZ ,AZ,Southwest,Prescott,86301,34.62,-112.41,1,0,0,228082,231772,235099,17800,17620,18100,20626,667,1.95%,1.44%,0.016622192,0.017489561,0.015769043,105,10158,10468,51,48,54,44764,325394,195800,18567,151,375,291,33,634,575,7,50,222,457,929,1514,1552,1130,314,6168,372,498,424,498,455,234,270,341,3092,4229,1047,3186,798,50,223,1087,1361,812,10797,9260,82,2786,2068,1728,1730,791,309,237,6312886.032,6935729.198,6737469.12,5736929.89
Arizona Scottsdale,15255 N Northsight Blvd Scottdale AZ,AZ,Southwest,Scottsdale,85260,33.61,-111.89,1,1,1,4327184,4402403,4485414,32410,32490,32650,36056,2482,1.36%,1.83%,0.018572276,0.019664533,0.021701598,128,17065,18991,43,41,45,76522,538902,360000,32169,568,141,1936,28,429,785,47,74,746,1628,2518,2404,1522,965,294,10151,531,1865,1253,1083,747,353,399,429,6660,7298,1865,6208,1440,0,57,2045,3510,1391,19498,16811,177,2154,2290,2181,4493,2655,984,2042,,,8870019.538,7762848.523
Arizona Tempe South,1050 W Elliot Rd Tempe AZ,AZ,Southwest,Tempe,85284,33.33,-111.93,1,1,1,4327184,4402403,4485414,18080,17820,18180,16479,2124,1.65%,1.48%,0.018572276,0.019664533,0.021701598,182,8134,8345,45,44,46,117052,503758,339000,14073,329,93,1257,14,308,405,40,19,277,870,1751,1701,674,239,60,5591,32,151,156,112,62,29,21,8,571,4191,646,1023,302,18,0,21,84,442,6407,6162,253,273,528,351,1277,1688,1061,1037,,,3466337.27,6168632.602
Arizona Tucson,5255 E Broadway Blvd Tucson AZ,AZ,Southwest,Tucson,85711,32.21,-110.89,1,1,1,1026391,1036554,1047279,32780,32820,32720,41251,4824,0.29%,0.42%,0.009865325,0.010353294,0.010925817,124,20189,21062,36,35,38,32557,223283,145600,28890,2526,822,1361,92,5527,2033,22,105,794,1245,1987,1927,1078,940,461,8537,1155,2160,1674,1671,1179,510,380,204,8933,5797,3789,6231,1653,20,751,3011,3216,1835,19649,17470,47,6677,3877,2012,2725,1070,328,153,,,,7999317.878
Arkansa little rock,11801 Chenal Pkwy little Rock AR,AR,South,Little Rock,72211,34.75,-92.42,1,1,0,393280,391918,391911,20070,20510,20410,21288,2829,1.71%,0.95%,-0.002270961,-0.003551147,-1.83E-05,213,9807,11481,34,33,35,63415,256327,172400,14077,4720,65,1693,13,355,365,18,65,906,1081,1202,1121,553,309,150,5387,795,1648,727,542,301,141,168,224,4546,4025,1398,3791,719,57,59,1280,1658,559,10503,9933,103,1684,1492,1050,1987,1650,711,396,13060681.52,12960539.16,12945571.29,12450369.5
Arkansa Rogers ,3551 S 27th St Rogers AR ,AR,South,Rogers,72758,36.3,-94.1,1,1,0,266585,272266,279141,35630,36700,37780,166400,1101,2.94%,2.69%,0.033123234,0.025521917,0.030885967,203,16486,17001,32,32,33,61539,295204,166400,26164,538,292,976,79,4567,871,7,132,1104,1870,1740,1311,725,453,164,7499,500,1398,930,603,366,192,151,99,4239,6901,1585,2699,553,175,28,759,1440,2048,13088,11738,121,1793,2246,1836,2684,1675,870,907,3370195.843,12660419.7,12181128.49,10891744.55
Calfornia Clovis,1075 Shaw Ave Clovis CA ,CA,West,Clovis,93612,36.81,-119.71,1,1,0,985238,991950,999101,22970,23150,23210,35351,5344,0.26%,0.36%,0.009021082,0.007201415,0.007672426,129,16956,18395,31,30,33,39801,229785,159800,23574,1289,674,2964,121,4839,1890,18,61,461,735,1055,1168,866,621,269,5236,1088,2228,1534,1459,956,546,388,177,8376,5053,3496,3936,1127,25,272,1756,4109,1763,14584,13612,42,3828,3302,1778,2381,1103,209,75,,,,8209257.955
Califonia Foothill Ranch,26532 Towne Centre Dr Suites A & B Foothill Ranch CA ,CA,West,Foothill Ranch,92610,33.69,-117.66,1,1,0,3174289,3175973,3175692,13620,13600,13890,11248,1147,1.36%,1.65%,0.003085397,0.000558509,-9.32E-05,118,5623,5625,36,35,36,124471,816326,580800,7822,191,39,2200,16,327,653,54,14,281,873,1063,478,109,29,3,2850,34,274,258,231,84,27,5,3,916,2545,430,583,208,0,0,422,289,284,3882,3766,234,218,195,207,707,1013,774,715,,,8038354.882,5955948.101
Califonia San Diego,12080 Carmel Mountain Rd San Diego CA,CA,West,Riverside,92128,33.97,-117.33,1,1,0,2414964,2445789,2470546,28590,29090,29280,47490,4253,0.71%,1.07%,0.015844559,0.014001334,0.011245126,168,22379,25111,42,40,44,92531,184348,491300,32976,1080,132,10144,102,912,2144,4,58,1066,2293,2878,2730,2044,1740,948,13757,400,1556,1476,1132,698,369,392,483,6506,11005,2222,5884,1152,16,55,1368,3593,1789,21265,20263,69,5717,3460,1870,3345,1411,304,269,,,6976997.698,7800504.134
California Riverside,2663 Canyon Springs Pkwy Riverside CA,CA,West,San Diego,92507,33,-117.07,1,1,0,3321237,3333861,3338330,11010,11060,11490,58002,2870,0.24%,0.23%,0.004881394,0.004068043,0.001440121,96,28739,29263,24,24,24,39465,710341,232800,25657,6055,555,8853,213,13653,3016,33,148,572,1006,1395,1410,827,542,221,6121,3340,3363,1956,1581,930,389,214,98,11871,6319,3815,4484,3374,29,322,3773,4694,1884,19834,17992,183,1915,2466,2067,4575,4486,2735,1835,,,4420233.95,8201805.408
Colorado Broomfield,1660 W Midway Blvd Broomfield CO,CO,West,Broomfield,80020,39.92,-105.08,1,1,1,68263,69324,70465,45550,45540,45860,46871,2372,1.23%,1.57%,0.031124391,0.018870274,0.020293103,150,23370,23501,37,36,38,77600,398671,247400,40390,474,315,2821,37,1457,1377,15,98,1581,2902,3736,2707,1200,753,208,13185,497,1174,885,685,408,234,164,109,4156,10167,2405,3677,1092,100,75,1426,1362,2118,18011,17341,135,2338,2512,1944,4729,3953,1412,1022,9249281.525,9888770.03,10741102.6,9511552.454
Colorado Colorado Springs,335 N Academy Blvd Colorado Springs CO ,CO,West,Colorado Springs,80909,38.85,-104.77,1,1,1,700099,712089,720403,40410,41590,42680,35739,4265,0.65%,0.80%,0.018853932,0.019121862,0.013259313,117,17441,18298,38,36,40,38976,281532,167000,26988,2492,505,555,97,3130,1972,12,132,762,993,1609,1699,1167,1128,447,7937,1007,1877,1352,1551,912,470,363,193,7725,5717,3060,5719,1166,0,225,2649,2697,1624,16973,15662,54,5198,3203,1854,3025,1271,244,200,6999498.534,6972381.288,7769100.514,7255854.13
Colorado Greeley,1840 Greeley Mall Greeley CO,CO,West,Greeley,80631,40.4,-104.7,1,1,0,305885,314815,324492,46950,47660,47620,48603,473,1.35%,1.24%,0.040018568,0.035128852,0.038067402,120,24438,24165,25,26,25,30235,280152,126500,35358,1127,726,662,69,8873,1788,5,288,999,1290,1412,1373,873,570,210,7015,2555,2058,1532,1272,849,392,279,196,9133,6127,3316,4619,2086,59,566,1809,3979,2639,17984,16148,51,6902,3509,1887,2420,923,257,134,5693507.672,5441250.341,5359726.469,4070381.616
Colorado Longmont,955 S Hover St Longmont CO,CO,West,Longmont,80503,40.2,-105.2,1,1,1,322441,324636,326196,29770,29690,30210,31064,341,1.54%,1.17%,0.004036782,0.007439745,0.005287472,126,15233,15831,42,41,43,77631,644556,348700,27674,228,155,1367,25,809,806,10,14,443,1574,2528,2232,1251,684,168,8894,361,949,734,698,497,179,149,114,3681,7223,1415,3187,750,59,80,1362,1459,1134,13294,12575,187,1561,2000,1513,2611,2559,1186,1328,,1404173.866,7631731.584,5789917.238
Connecticut Manchester,1181 Tolland Turnpike Manchester CT,CT,New England,Manchester,6042,41.8,-72.53,1,1,1,893076,892580,891720,39250,40920,41300,22942,2198,-0.01%,0.03%,-0.00118963,-0.000554044,-0.000960641,183,10983,11959,36,34,38,64761,207327,187200,16439,2332,50,2614,11,765,731,7,69,777,942,1265,1236,709,486,285,5769,405,1603,762,604,474,220,153,115,4336,4243,1643,3227,992,0,55,1140,2233,925,10549,10105,92,1408,1662,1519,2733,1678,524,364,,5234104.858,9594620.827,9176974.848
Florida Clearwater,25813 US Hwy 19 N Clearwater FL ,FL,South,Clearwater,33763,28.01,-82.74,1,1,1,968341,973058,974996,30220,30380,30470,17887,5152,0.73%,0.62%,0.009239294,0.005147248,0.002114769,180,7973,9914,56,51,60,39175,171550,103200,15845,631,51,459,3,661,237,24,43,413,604,833,1119,1464,1700,838,7014,175,411,346,318,360,244,242,187,2283,3505,1065,4087,640,0,85,528,1293,488,11212,9297,71,2650,2581,1055,1827,703,189,108,,,3415423.061,6362023.09
Florida Clermont,1002 E State Rd 50 Clermont FL,FL,South,Clermont,34711,28.5,-81.8,1,1,1,345432,356720,367118,21140,21420,21420,51847,1239,2.85%,2.05%,0.035333161,0.03791622,0.034926724,170,25008,26839,41,40,41,60312,270560,173700,40034,5813,201,1791,48,2220,1740,8,98,1104,2840,3336,2927,2703,1373,333,14714,384,1091,1142,863,489,271,185,116,4541,11811,2781,3702,961,262,9,636,1637,2092,21806,19255,92,3232,3600,2646,4947,3037,998,586,,6565973.688,9047212.013,7468679.405
Florida Ellenton ,6126 US-301 Elllenton FL ,FL,South,Elllenton,34222,27.54,-82.51,1,1,1,385506,394387,403253,14900,14960,15210,11952,2276,2.00%,2.08%,0.03133039,0.02745931,0.027412932,224,5644,6308,55,52,57,35750,165923,49200,9756,749,38,187,2,1038,182,15,19,184,275,412,807,1244,979,364,4284,146,340,228,224,147,99,51,31,1266,2851,641,1746,312,14,0,331,535,330,6855,5550,74,1923,1118,670,904,432,53,103,,,4513313.635,8884163.693
Florida Kissimmee,3003 W Vine St Kissimmee,FL,South,Kissimmee,34741,28.31,-81.43,1,1,1,353623,368456,375751,52130,53020,55220,40828,2736,2.72%,3.13%,0.057123374,0.054970223,0.02703484,127,19842,20986,33,32,34,32822,201778,100700,27137,4620,231,1486,45,5492,1817,11,88,498,913,1140,1066,863,446,116,5130,1043,2535,2381,1875,1025,551,228,72,9710,5701,4365,3426,1348,14,174,2674,4562,2596,18561,14840,38,5226,4789,1875,2053,781,167,140,8549552.72,9113744.29,8763636.384,7684017.077
Florida Lake Mary ,3750 Flagg Ln Lake Mary FL,FL,South,Lake Mary,32746,28.76,-81.36,1,1,1,462801,468122,471826,10710,10760,11200,40571,1838,1.78%,1.64%,0.016206084,0.01257768,0.008755446,159,19511,21060,40,39,40,75344,369671,245100,32789,2802,107,2713,9,1089,1062,8,88,762,2200,2911,2503,1286,639,175,10564,444,1466,1289,1033,622,239,183,146,5422,8805,2421,3844,916,78,89,1138,1490,1468,17700,15986,148,1843,2127,1523,4124,2473,1113,1050,,8767360.598,8216825.227,6780389.976
Florida Lutz,2160 Grand Cypress Dr,FL,South,Lutz,33559,28.16,-82.4,1,1,1,1426736,1451919,1471968,41370,43620,44920,15427,1221,1.74%,1.43%,0.024355937,0.020415923,0.016253776,192,7537,7890,32,31,33,55643,274919,153800,11851,1786,39,755,21,499,476,5,68,491,816,962,791,392,184,46,3750,943,612,341,260,169,73,29,9,2436,2682,963,1763,778,138,244,468,637,967,6865,6186,88,1513,1091,897,1587,912,226,256,,4171030.157,12993527.07,11123251.49
Florida Orange Park,1919 Wells Rd Orange Park FL ,FL,South,Orange Park,32073,30.16,-81.75,1,1,1,212228,215908,219252,38240,38800,39820,38920,2371,0.94%,1.32%,0.026022324,0.019221629,0.01746661,180,18738,20182,39,37,40,52800,212115,150400,28272,6367,148,1505,64,1151,1413,17,85,740,1660,2341,2272,1704,863,228,9893,639,1361,1043,836,541,257,170,131,4978,7592,3046,3399,834,8,90,1012,2202,2176,16219,14871,83,2200,3710,2276,3709,1659,458,571,12275098.7,12258447.81,11751057,10726284.56
Florida Orlando ,11100 E Colonial Dr Orlando FL,FL,South,Orlando,32817,28.59,-81.24,1,1,1,1355921,1381540,1393452,12640,12650,13120,35105,3128,0.55%,0.87%,0.025601534,0.022305244,0.010371211,150,18143,16962,26,25,28,44823,253592,160600,26296,3510,129,2235,53,1886,996,16,165,684,1177,1868,1594,807,411,107,6813,2767,1213,570,487,271,112,82,62,5564,4934,2087,2574,2782,0,55,823,1618,2244,13404,12377,68,3196,2600,1646,2428,1076,403,201,9504668.426,10513899.22,10234815.09,8731994.89
Florida Palm beach Gardens,100 Gander Way Palm Beach Gardens FL,FL,South,Palm Beach Gardens,33403,26.81,-80.07,1,1,1,1470344,1482876,1496770,37720,37770,38170,12042,5614,1.51%,1.30%,0.014697583,0.009467981,0.010496978,133,5802,6240,37,36,37,40702,248413,133900,5671,5278,22,340,8,383,340,24,18,200,343,600,490,349,242,103,2345,204,573,514,607,323,140,74,17,2452,1571,1258,1507,461,0,0,394,1400,624,5614,4797,55,1328,1271,645,790,393,65,62,,,9358874.942,8268224.357
Georgia Athens,2656 Atlanta Hwy Athens GA ,GA,South,Athens,30606,33.94,-83.44,1,1,1,126815,127268,128331,26250,26790,26940,40225,1320,0.96%,0.88%,0.01626875,0.003858504,0.009054283,126,18671,21554,30,30,29,39623,299535,185400,26807,9351,77,1351,35,1791,813,10,171,1010,1315,1447,1747,1150,742,310,7892,3032,2480,1212,965,591,293,238,252,9063,5954,2619,5222,3160,42,181,1755,3451,2875,19040,16955,84,5559,2917,1631,2844,1301,666,780,,,4804782.28,5937483.802
Georgia Augusta,1323 Augusta West Parkway Augusta GA ,GA,South,Augusta,30909,33.48,-82.1,1,1,1,201673,201667,202518,11580,11700,11950,41585,1599,1.05%,0.78%,-0.001372349,-2.98E-05,0.00423141,145,19251,22334,33,32,34,41666,239268,150700,20403,18053,155,1053,104,732,1085,13,176,1085,1313,1748,1886,1346,1055,350,8959,1948,3297,1586,1420,893,409,261,168,9982,6553,3854,6919,1615,778,266,1956,4851,1827,20730,18941,67,4591,4633,2007,3173,1520,715,598,,6505659.374,6351637.205,6213076.358
Georgia Buford,1605 Buford Hwy Buford GA,GA,South,Buford,30518,34.12,-84.01,1,1,1,918186,927337,936250,31240,32330,32820,45211,1138,1.86%,1.92%,0.016366195,0.011325397,0.011030845,185,22227,22984,35,34,36,63843,278504,175200,31937,5012,136,3052,22,3924,1128,10,139,1647,3300,3015,1953,1064,567,153,11838,222,867,848,673,358,239,232,191,3630,8941,2712,3081,734,109,74,242,1081,2029,16972,15468,109,2610,2810,1532,3789,2597,762,688,9483031.06,10483734.02,10710572.86,9238081.248
Georgia Columbus ,3131 Manchester Expy Columbus GA,GA,South,Columbus,31909,32.54,-84.92,1,1,0,193836,194169,195769,38180,38280,38070,35177,1932,0.70%,0.50%,-0.012469846,0.001742534,0.008372536,198,16699,18478,34,32,36,58447,225417,154300,25220,6350,123,1576,115,677,1116,12,97,980,1540,1874,1683,1087,746,194,8201,825,2288,1275,798,466,233,228,130,6243,6828,2727,4055,834,258,48,1073,2518,2089,15407,14444,65,2327,2938,1914,4220,1799,497,376,7481912.1,6092596.325,5757620.731,5207071.723
Georgia Douglasville,7400 Douglas Blvd Douglasville GA,GA,South,Douglasville,30135,33.7,-84.7,1,1,1,143376,145024,146343,47200,47610,48230,61912,739,0.92%,1.69%,0.01291364,0.012430887,0.009949236,226,29760,32152,36,35,37,60035,221838,149400,35037,22469,162,1037,59,1679,1469,30,178,1888,4242,4478,3365,1761,705,167,16784,286,1082,1316,821,474,169,66,27,4241,12074,4405,3715,831,41,0,577,1255,2585,22875,21025,93,3001,4038,3332,5430,3314,1082,551,9066496.324,9244435.032,9020049.062,9108027.403
Georgia Kennesaw,2875 George Busbee Pkwy NW Kennesaw GA,GA,South,Kennesaw,30144,34.03,-84.6,1,1,1,752649,756070,760141,33040,32820,32720,52252,2315,0.81%,0.88%,0.006484456,0.004961602,0.005904321,198,25117,27135,30,29,31,59758,241327,168900,35829,10056,152,2678,24,1894,1619,25,198,1628,2931,2998,2111,1085,552,156,11659,1895,2079,1429,987,508,235,156,82,7371,8866,3148,4784,2232,99,299,1722,3214,2535,20357,19030,92,3045,3852,2542,4920,2827,1096,513,15431128.19,16849124.11,17036588.91,14388649.46
Georgia Newnan,361 Newnan Crossing Bypass Newnan GA,GA,South,Newnan,30265,33.42,-84.7,1,1,1,143153,145998,148509,59270,59250,59860,31713,745,2.05%,1.52%,0.020760218,0.022237508,0.019626848,217,15241,16472,36,35,37,73826,259476,192700,24351,4727,88,1032,26,728,761,15,71,1061,2057,2208,1726,1022,432,95,8672,258,766,827,481,278,118,103,55,2886,6994,1752,2365,447,160,16,172,999,1343,12484,11558,118,1344,1937,1299,3560,2280,937,399,,2497157.741,8607180.139,7989594.062
Georgia Norcross,1887 Willow Trail Pkwy NW Norcross GA,GA,South,Norcross,30093,33.91,-84.18,1,1,1,918186,927337,936250,45000,45560,45860,53351,4473,0.76%,0.78%,0.016366195,0.011325397,0.011030845,163,27999,25352,28,28,28,35037,157681,116600,17935,13194,631,4762,61,14445,2323,5,110,866,1487,1516,1020,473,171,40,5683,1346,4334,2943,1616,582,187,64,11,11083,6455,4799,3940,1572,93,279,3382,5877,2920,19478,16766,36,5439,5547,3099,2507,913,191,88,8072843.941,8982743.458,9114396.509,8750206.699
Georgia Pooler,300 Tanger Outlet Blvd,GA,South,Pooler,31322,32.11,-81.25,1,1,0,289309,289166,289430,31990,32130,32270,21137,748,2.10%,2.00%,0.002610996,-0.000538001,0.000993232,212,10357,10780,32,32,33,64533,277684,172700,13475,5784,37,767,26,458,590,4,99,1204,1321,1138,866,470,195,41,5334,359,1009,599,438,243,95,42,14,2799,4385,1263,1918,567,266,0,289,821,1453,8940,8133,92,1239,1233,1254,2205,1194,710,222,,3785492.75,10610053.42,9840070.267
Georgia Snellville ,2420 Wisteria Dr SW Snellville GA,GA,South,Snellville,30078,33.86,-84.01,1,1,1,918186,927337,936250,55200,53570,52290,33057,1948,0.92%,1.09%,0.016366195,0.011325397,0.011030845,215,15819,17238,39,38,40,67018,255500,168200,19808,8850,78,2201,14,1123,983,16,74,716,1792,2676,2160,1087,599,180,9284,104,461,592,423,176,83,69,65,1973,6850,2044,1953,410,9,28,0,798,1372,12190,11257,121,1560,2059,1441,2854,2028,722,614,7991578.449,8491346.453,8569260.418,8643629.088
Georgia Stockbridge,5000 Mt Zion Pkwy Stockbridge GA,GA,South,Stockbridge,30281,33.6,-84.2,1,1,1,225182,229728,234561,26860,27940,23730,66140,941,0.81%,1.17%,0.02090334,0.022171392,0.023571125,205,31553,34587,35,34,36,53818,202948,132000,30504,28365,217,2596,55,2461,1942,4,154,1674,3682,4549,3167,1779,888,210,16103,772,2419,2248,1481,730,269,143,74,8136,11593,5839,5607,1200,12,339,798,2854,3801,26239,24239,89,4311,5451,3183,6321,2649,1040,330,12595446.65,13307221.3,12854407.8,13221403.17
Georgia Warner Robins,2063 Watson Blvd Warner Robins,GA,South,Warner Robins,31093,32.65,-83.65,1,1,0,153202,155523,157863,33150,33150,33660,28087,1431,0.66%,0.80%,0.011233479,0.016501838,0.016636924,227,13334,14753,35,32,36,32445,141717,95800,13893,11889,128,473,82,837,785,8,107,627,860,1433,1282,971,659,167,6106,534,1292,1052,977,607,249,161,58,4930,4153,3101,3167,615,28,285,687,1845,2441,12662,11036,55,4238,2482,1373,2049,590,94,76,6584404.674,7041601.066,6992610.106,6551784.979
Idaho-Coeur D' Alene,201 W Neider Ave Coeur D'Alene,ID,West,Coeur D' Alene,83815,47.73,-116.79,1,1,0,157320,161209,165697,61450,61020,61140,31015,1915,1.77%,1.98%,0.030976319,0.028009046,0.032323116,117,15103,15912,37,35,39,44774,295077,183000,29206,110,333,265,36,236,829,25,146,916,1344,1683,1760,1269,840,257,8215,583,980,717,619,412,286,229,184,4010,6247,1888,3202,888,195,210,807,1360,1786,13021,12225,73,3000,3319,1663,3094,986,330,202,,,6898622.789,7365672.274
illinois Aurora,956 N Route 59 Aurora IL,IL,Midwest,Aurora,60504,41.75,-88.25,1,1,1,930265,927247,922921,25020,24380,24080,37919,4271,0.41%,0.18%,-0.001079541,-0.003287643,-0.004712506,179,18333,19586,31,30,32,71624,245560,198800,24116,4912,135,4542,5,2778,1431,46,84,2048,2772,2424,1246,431,145,35,9185,502,1554,924,583,346,194,145,100,4348,7146,2361,3028,998,68,27,1096,2211,659,14382,13533,110,1386,2054,1983,3579,2703,913,633,7327654.014,7524340.574,7308794.635,6476227.301
illinois Crestwood,13180 S Cicero Avenue Crestwood IL,IL,Midwest,Crestwood,60445,41.63,-87.74,1,1,1,5200821,5171960,5150233,29320,29830,31120,26057,3768,-0.26%,-0.33%,-0.004510661,-0.005551243,-0.00417906,187,12686,13371,39,36,42,58813,191503,160000,20805,2386,68,324,8,1832,634,22,76,1095,1327,1893,1642,1092,753,274,8152,167,517,426,428,236,134,109,97,2114,4454,1988,3239,585,12,73,642,930,378,10811,10266,76,1920,1931,1353,2954,1590,353,101,,,3941911.008,8219612.246
illinois Elmhurst,265 illinois 83 Elmhurst IL ,IL,Midwest,Elmhurst,60126,41.89,-87.94,1,1,1,930265,927247,922921,36820,37390,37580,46371,4164,0.14%,0.20%,-0.001079541,-0.003287643,-0.004712506,140,22412,23959,40,39,41,93308,518252,365100,41355,899,57,2444,5,875,736,30,40,766,2625,3623,2714,1698,1280,666,13412,309,648,580,593,370,213,227,206,3146,10067,1862,3939,690,105,169,950,1008,812,17417,16558,213,1888,2007,1388,3224,3724,1783,2233,,3830946.797,9041851.382,7895323.166
